CustomerID,Age,Gender,Region,InsuranceType,PolicyTenure,PremiumAmount,Claimed,ClaimAmount
76,43,Male,South,Life,3,16848.69,1,39130.83
77,61,Female,West,Property,4,23097.24,0,0.0
78,51,Male,West,Life,26,9547.3,0,0.0
79,27,Female,West,Property,25,15758.82,0,0.0
80,53,Female,North,Vehicle,15,12352.07,0,0.0
81,31,Male,East,Health,6,16703.55,0,0.0
82,48,Female,West,Life,15,15076.59,1,26953.22
83,65,Female,South,Health,21,12434.05,0,0.0
84,32,Female,East,Life,3,16951.49,1,14357.26
85,25,Female,South,Vehicle,25,22217.39,0,0.0
86,31,Male,East,Life,21,14236.38,0,0.0
87,40,Female,South,Vehicle,21,17879.03,1,19197.71
88,57,Male,North,Life,14,9826.91,0,0.0
89,38,Female,West,Vehicle,20,11174.25,0,0.0
90,33,Female,South,Vehicle,14,16889.63,0,0.0
91,62,Male,East,Property,4,20936.46,0,0.0
92,35,Female,West,Vehicle,12,16422.45,1,38138.92
93,64,Female,West,Property,17,13747.77,0,0.0
94,41,Female,East,Vehicle,7,14997.17,1,24299.95
95,43,Male,South,Health,9,9998.37,1,10399.73
96,42,Female,North,Vehicle,3,17418.06,1,50707.61
97,62,Male,North,Health,28,18529.33,0,0.0
98,58,Female,South,Health,13,13191.64,0,0.0
99,46,Male,West,Vehicle,15,13119.83,1,29571.33
100,32,Male,West,Health,18,16063.51,0,0.0
101,62,Female,West,Property,19,13253.12,0,0.0
102,18,Female,West,Life,1,14735.47,0,0.0
103,42,Male,South,Vehicle,6,23398.89,0,0.0
104,24,Male,West,Health,27,14011.9,0,0.0
105,26,Female,East,Vehicle,27,13566.64,0,0.0
106,41,Male,West,Property,23,12409.83,0,0.0
107,18,Female,North,Vehicle,27,17976.77,1,51832.9
108,61,Female,West,Vehicle,27,14275.1,0,0.0
109,25,Female,South,Health,2,12402.51,1,18756.0
110,41,Female,North,Property,24,20285.22,0,0.0
111,28,Male,South,Life,14,20678.41,1,32097.46
112,68,Female,South,Life,6,12598.31,0,0.0
113,34,Male,North,Health,14,7533.84,1,20805.38
114,25,Female,South,Vehicle,4,19030.05,0,0.0
115,52,Male,South,Health,21,12261.48,1,21688.4
116,52,Female,West,Health,8,18162.5,0,0.0
117,50,Male,East,Health,3,7119.58,1,16570.19
118,22,Male,South,Vehicle,19,18570.39,1,17787.98
119,59,Female,South,Property,14,10155.31,0,0.0
120,56,Female,South,Health,27,17923.06,0,0.0
121,58,Female,West,Vehicle,20,15057.09,1,22945.57
122,45,Female,East,Property,17,11184.24,0,0.0
123,24,Male,North,Health,25,13371.85,1,9335.01
124,26,Female,West,Life,8,17745.27,0,0.0
125,25,Male,West,Property,24,15423.58,0,0.0
126,29,Male,East,Health,14,17337.65,1,14683.73
127,51,Female,East,Property,26,22905.76,0,0.0
128,50,Male,West,Property,6,8743.03,1,5020.03
129,65,Male,North,Property,23,21468.85,0,0.0
130,40,Male,West,Property,22,15417.42,0,0.0
131,41,Male,East,Property,16,11404.86,0,0.0
132,54,Female,North,Property,25,9678.75,0,0.0
133,52,Female,East,Health,19,14243.52,0,0.0
134,61,Female,North,Life,14,18686.6,0,0.0
135,57,Female,South,Vehicle,19,14489.8,0,0.0
136,39,Male,East,Property,3,21044.62,0,0.0
137,44,Male,East,Vehicle,10,9195.3,1,5886.84
138,52,Female,West,Health,19,14951.64,0,0.0
139,18,Female,East,Property,9,9990.43,0,0.0
140,52,Female,East,Life,28,16454.53,0,0.0
141,54,Male,South,Vehicle,20,18547.55,0,0.0
142,64,Female,East,Property,13,13316.95,1,39156.9
143,31,Female,South,Health,7,4583.14,0,0.0
144,20,Female,South,Life,14,15795.79,0,0.0
145,18,Male,South,Vehicle,9,16746.95,0,0.0
146,22,Male,South,Vehicle,27,16617.18,0,0.0
147,43,Male,North,Property,28,19943.13,1,18288.11
148,31,Male,West,Life,23,10715.79,0,0.0
149,56,Male,North,Life,25,17720.86,1,36946.76
150,44,Male,East,Life,28,19770.03,0,0.0
151,26,Male,North,Life,19,7885.65,0,0.0
152,32,Male,North,Health,15,16278.61,1,41782.63
153,32,Female,East,Life,20,12983.28,0,0.0
154,43,Female,East,Vehicle,14,14673.91,0,0.0
155,59,Male,East,Vehicle,24,16390.71,0,0.0
156,30,Male,North,Health,6,13051.09,0,0.0
157,68,Female,North,Vehicle,21,12297.17,0,0.0
158,49,Male,East,Vehicle,29,15136.61,0,0.0
159,56,Male,West,Life,4,10651.02,0,0.0
160,66,Male,West,Vehicle,8,10656.7,0,0.0
161,69,Female,South,Health,17,17717.49,0,0.0
162,49,Female,East,Life,9,10404.82,0,0.0
163,21,Female,South,Property,1,17665.25,0,0.0
164,47,Female,West,Life,24,16850.37,0,0.0
165,54,Female,South,Health,20,8096.77,1,15622.41
166,40,Male,East,Life,25,12289.74,0,0.0
167,56,Female,East,Life,14,19776.44,1,13320.24
168,62,Male,East,Health,11,11075.34,0,0.0
169,32,Male,North,Life,21,13142.38,0,0.0
170,60,Female,South,Health,3,16848.24,0,0.0
171,46,Female,West,Health,9,18133.56,0,0.0
172,53,Male,West,Property,27,13993.84,0,0.0
173,30,Male,West,Vehicle,14,12609.96,0,0.0
174,49,Male,North,Vehicle,9,20689.48,0,0.0
175,24,Female,North,Life,4,21955.6,1,49318.12
176,68,Female,East,Life,27,18915.43,0,0.0
177,39,Female,West,Property,4,15341.27,0,0.0
178,45,Female,North,Property,28,11766.94,1,23188.11
179,19,Female,East,Property,8,11678.22,0,0.0
180,59,Male,West,Health,2,17090.06,0,0.0
181,62,Female,South,Property,9,16673.59,0,0.0
182,23,Male,East,Property,29,20606.39,1,46549.05
183,45,Male,North,Life,14,17601.8,1,41798.05
184,45,Male,North,Property,22,8987.68,0,0.0
185,61,Female,East,Health,9,19207.79,0,0.0
186,61,Female,East,Health,24,11007.76,1,32334.2
187,37,Female,North,Life,23,13464.11,0,0.0
188,47,Male,South,Property,16,16000.8,0,0.0
189,28,Male,West,Property,29,22982.67,0,0.0
190,45,Male,South,Health,17,27439.67,0,0.0
191,42,Male,East,Property,16,17426.89,0,0.0
192,56,Male,South,Property,12,14267.21,0,0.0
193,50,Male,North,Property,3,17138.02,0,0.0
194,18,Female,East,Vehicle,11,18550.62,0,0.0
195,44,Female,West,Life,14,13717.33,1,25735.45
196,69,Female,North,Vehicle,18,22180.85,0,0.0
197,30,Female,North,Life,21,15920.28,0,0.0
198,58,Male,West,Health,21,16990.97,0,0.0
199,20,Male,West,Property,5,17663.7,0,0.0
200,56,Female,South,Life,16,16686.35,0,0.0
201,23,Male,East,Vehicle,20,18355.76,0,0.0
202,25,Female,West,Property,5,12530.99,1,16135.1
203,44,Female,West,Health,3,12766.79,1,26594.11
204,26,Female,East,Life,12,10599.38,0,0.0
205,54,Male,West,Life,1,16758.0,0,0.0
206,50,Female,West,Life,21,18115.75,0,0.0
207,68,Female,South,Property,29,16831.09,1,8113.59
208,59,Female,North,Vehicle,9,21697.97,1,58928.11
209,61,Male,North,Vehicle,29,14977.62,0,0.0
210,41,Male,North,Life,9,17674.97,0,0.0
211,32,Female,North,Health,4,10633.2,1,8211.3
212,49,Male,West,Health,3,13451.6,0,0.0
213,49,Male,East,Vehicle,17,17782.15,0,0.0
214,41,Male,East,Health,2,18396.41,0,0.0
215,58,Male,South,Vehicle,24,13824.13,0,0.0
216,69,Male,South,Life,1,14713.6,1,17832.03
217,66,Male,West,Vehicle,8,8928.51,1,22771.45
218,66,Male,East,Vehicle,13,13571.88,0,0.0
219,69,Male,East,Life,23,18561.53,0,0.0
220,29,Male,North,Health,15,17300.82,0,0.0
221,56,Male,West,Vehicle,8,17002.66,0,0.0
222,19,Female,West,Vehicle,12,15199.09,0,0.0
223,20,Female,North,Life,22,15028.25,0,0.0
224,66,Male,West,Health,12,12358.72,0,0.0
225,54,Female,West,Vehicle,14,17795.31,0,0.0
226,66,Female,South,Life,15,16683.89,0,0.0
227,34,Male,East,Vehicle,15,16968.08,0,0.0
228,66,Male,West,Property,9,12895.86,0,0.0
229,19,Male,South,Life,19,6386.63,0,0.0
230,19,Female,East,Health,26,19388.61,1,36756.61
231,45,Female,North,Health,20,13084.65,0,0.0
232,40,Male,South,Health,29,11548.9,0,0.0
233,54,Male,South,Health,22,17773.92,1,24021.16
234,49,Male,East,Vehicle,8,13431.95,1,21710.31
235,50,Female,North,Vehicle,21,19239.75,0,0.0
236,18,Female,South,Health,19,17468.02,1,45509.02
237,36,Female,West,Health,6,17734.28,0,0.0
238,19,Female,West,Health,20,9536.18,0,0.0
239,61,Male,West,Vehicle,25,19847.78,0,0.0
240,43,Male,North,Health,29,16045.0,0,0.0
241,49,Male,South,Health,19,13522.89,0,0.0
242,23,Male,West,Property,4,15573.55,0,0.0
243,49,Female,North,Property,23,7895.06,0,0.0
244,21,Female,West,Health,7,16634.61,0,0.0
245,28,Male,East,Life,28,10882.51,0,0.0
246,34,Male,South,Health,28,9589.32,0,0.0
247,55,Female,South,Property,4,8910.56,0,0.0
248,41,Male,North,Life,22,19450.75,1,23140.0
249,22,Female,North,Life,12,12482.95,1,33219.13
250,69,Male,South,Health,13,21134.91,1,10147.47
251,51,Male,West,Property,3,12856.79,0,0.0
252,23,Male,West,Property,22,8170.57,1,20156.67
253,39,Male,East,Life,12,10533.9,0,0.0
254,28,Male,West,Health,2,19943.25,0,0.0
255,65,Male,North,Vehicle,24,14376.41,0,0.0
256,33,Male,North,Vehicle,2,12806.85,0,0.0
257,50,Female,West,Property,27,15640.07,0,0.0
258,26,Female,North,Vehicle,23,17007.13,0,0.0
259,23,Female,South,Property,9,19469.6,1,50266.5
260,33,Female,South,Property,1,20794.0,0,0.0
261,46,Female,West,Property,8,13560.93,0,0.0
262,20,Male,South,Vehicle,23,9695.81,1,9379.52
263,37,Male,South,Property,6,13346.14,0,0.0
264,53,Female,East,Life,6,16041.12,0,0.0
265,36,Male,East,Health,22,11144.96,0,0.0
266,43,Female,South,Health,25,11171.4,0,0.0
267,20,Female,West,Property,18,16375.15,0,0.0
268,36,Male,East,Health,17,14805.39,0,0.0
269,37,Male,North,Vehicle,29,15131.19,0,0.0
270,49,Male,North,Vehicle,12,11966.02,0,0.0
271,24,Female,North,Health,6,14078.4,0,0.0
272,69,Male,West,Vehicle,26,11303.07,0,0.0
273,58,Female,South,Health,27,18560.79,0,0.0
274,50,Female,North,Health,8,19141.0,1,27560.06
275,57,Female,West,Health,19,7615.25,0,0.0
276,56,Male,East,Property,28,11281.96,0,0.0
277,35,Male,South,Health,10,9013.88,0,0.0
278,57,Female,East,Property,1,12399.9,0,0.0
279,18,Male,West,Health,25,14666.25,0,0.0
280,28,Male,North,Health,29,9201.42,0,0.0
281,45,Male,North,Health,13,11312.56,1,9789.18
282,42,Female,West,Vehicle,17,10984.17,1,24751.36
283,67,Female,North,Property,3,15829.07,0,0.0
284,40,Male,South,Property,8,15277.38,1,26859.4
285,48,Female,West,Health,14,12113.05,0,0.0
286,47,Male,East,Health,3,15707.28,0,0.0
287,59,Male,West,Vehicle,16,12813.28,0,0.0
288,52,Male,South,Vehicle,13,13913.38,0,0.0
289,24,Male,South,Vehicle,20,21693.81,1,43171.14
290,33,Female,West,Property,24,20361.84,0,0.0
291,43,Female,West,Property,17,9801.68,0,0.0
292,65,Female,North,Property,13,18318.93,1,14815.86
293,69,Male,South,Health,29,18245.59,0,0.0
294,66,Male,West,Property,6,10406.95,0,0.0
295,19,Male,West,Life,17,18275.11,0,0.0
296,18,Female,South,Life,14,21151.73,1,17377.64
297,65,Male,West,Vehicle,17,10509.82,1,6100.9
298,29,Female,North,Property,8,11329.99,0,0.0
299,22,Female,South,Life,11,19070.65,0,0.0
300,54,Female,North,Vehicle,20,16085.98,0,0.0
301,49,Female,North,Property,28,17205.91,1,20014.06
302,26,Female,North,Health,1,16362.36,0,0.0
303,58,Female,North,Life,26,16562.78,0,0.0
304,52,Male,South,Health,7,9694.11,1,18479.96
305,36,Male,North,Property,21,19189.27,0,0.0
306,65,Female,North,Life,21,19678.36,0,0.0
307,33,Female,West,Property,17,14082.44,0,0.0
308,20,Male,South,Health,10,14826.09,1,38869.79
309,37,Female,South,Life,11,8875.57,0,0.0
310,41,Female,East,Health,22,17057.02,0,0.0
311,50,Male,South,Property,9,17288.23,0,0.0
312,41,Female,South,Property,9,14751.24,0,0.0
313,69,Female,East,Health,24,19497.41,0,0.0
314,28,Female,South,Life,5,13663.69,0,0.0
315,66,Male,South,Health,17,17258.42,1,36195.7
316,25,Male,South,Property,9,10921.34,0,0.0
317,53,Male,South,Health,17,14905.79,0,0.0
318,55,Female,East,Property,24,14302.58,0,0.0
319,57,Female,South,Health,21,15901.23,0,0.0
320,37,Male,South,Life,19,13521.89,1,20485.16
321,52,Female,East,Life,27,14474.11,0,0.0
322,65,Female,West,Health,7,18304.19,0,0.0
323,42,Female,North,Health,23,13252.94,0,0.0
324,52,Female,West,Life,9,8573.69,0,0.0
325,42,Female,East,Property,7,21998.34,0,0.0
326,46,Male,North,Life,13,20525.82,0,0.0
327,35,Female,East,Property,11,9830.95,1,28344.63
328,63,Male,East,Health,14,17758.83,1,39722.63
329,35,Female,South,Health,19,12988.1,0,0.0
330,19,Male,North,Property,11,16053.95,1,45147.65
331,52,Female,South,Health,13,16176.9,0,0.0
332,33,Male,North,Property,14,14062.37,0,0.0
333,58,Female,East,Vehicle,13,11864.94,0,0.0
334,53,Male,East,Life,1,12237.84,0,0.0
335,50,Female,West,Vehicle,8,11335.23,0,0.0
336,21,Male,North,Property,12,11672.71,0,0.0
337,50,Female,South,Life,19,14731.29,0,0.0
338,31,Male,West,Property,12,12136.96,0,0.0
339,38,Male,West,Life,8,17728.21,0,0.0
340,65,Female,West,Life,8,20948.98,1,35519.35
341,37,Female,South,Life,29,12679.79,0,0.0
342,25,Male,West,Life,21,15957.62,0,0.0
343,24,Female,South,Property,13,16998.74,0,0.0
344,20,Male,West,Life,12,16888.01,0,0.0
345,34,Male,South,Life,29,15303.82,1,15592.15
346,50,Male,East,Vehicle,16,17970.73,0,0.0
347,65,Female,East,Health,1,16929.0,0,0.0
348,29,Male,East,Health,13,10049.35,1,6328.49
349,68,Male,East,Vehicle,26,18476.62,0,0.0
350,39,Female,East,Vehicle,7,18549.16,0,0.0
351,39,Female,West,Property,28,11946.86,0,0.0
352,63,Female,West,Property,26,15151.75,1,34373.94
353,47,Female,West,Property,5,17733.32,0,0.0
354,55,Male,South,Vehicle,8,14162.74,0,0.0
355,55,Male,South,Vehicle,25,19291.91,0,0.0
356,62,Male,South,Life,27,24455.49,0,0.0
357,68,Male,South,Property,14,11856.06,0,0.0
358,25,Female,East,Property,23,9475.82,0,0.0
359,44,Male,East,Property,13,16215.27,0,0.0
360,44,Male,East,Health,15,17886.25,1,10902.45
361,51,Female,North,Life,23,14076.53,1,16272.19
362,38,Male,West,Property,17,20813.04,0,0.0
363,47,Male,South,Property,15,9645.58,1,17745.62
364,50,Male,South,Property,20,17771.67,0,0.0
365,45,Male,East,Health,18,12576.56,0,0.0
366,64,Male,South,Health,18,21877.51,0,0.0
367,50,Male,South,Vehicle,2,22970.06,1,41071.97
368,22,Female,West,Life,4,11933.37,1,23498.03
369,65,Female,East,Vehicle,1,12801.77,0,0.0
370,36,Male,West,Life,4,18438.35,1,13365.15
371,21,Male,North,Health,18,13451.48,0,0.0
372,52,Female,North,Property,5,14818.36,1,19982.57
373,66,Male,North,Vehicle,19,15101.55,1,29875.8
374,34,Male,East,Property,15,7321.31,0,0.0
375,61,Male,South,Vehicle,28,14944.65,1,43631.72
376,45,Female,East,Health,8,12241.09,0,0.0
377,47,Male,East,Health,20,13027.51,0,0.0
378,46,Female,South,Health,17,20774.53,0,0.0
379,63,Male,West,Vehicle,1,9973.97,0,0.0
380,23,Female,North,Life,12,18252.82,1,41205.8
381,52,Female,West,Vehicle,26,13884.15,0,0.0
382,58,Male,North,Life,19,13880.96,0,0.0
383,54,Female,East,Vehicle,15,18161.49,1,50654.56
384,41,Male,North,Vehicle,9,16360.21,1,38598.79
385,46,Female,East,Health,7,17282.45,0,0.0
386,66,Male,West,Property,2,18872.74,1,35543.38
387,63,Male,East,Property,29,13674.77,0,0.0
388,48,Female,West,Life,9,12551.05,1,11270.17
389,52,Male,South,Property,10,10659.4,0,0.0
390,50,Male,South,Vehicle,2,11698.36,0,0.0
391,69,Female,South,Vehicle,19,26796.38,0,0.0
392,38,Male,East,Health,11,19978.72,0,0.0
393,49,Male,South,Health,13,9595.7,0,0.0
394,40,Female,North,Property,10,9710.17,0,0.0
395,50,Female,West,Life,14,16927.46,0,0.0
396,20,Male,West,Property,18,17189.06,1,36045.67
397,35,Male,North,Property,19,17195.54,0,0.0
398,42,Female,East,Property,22,13980.18,0,0.0
399,59,Female,East,Property,9,14498.18,0,0.0
400,48,Male,West,Vehicle,25,16311.52,0,0.0
401,20,Female,South,Life,7,15343.57,1,30577.71
402,57,Male,East,Vehicle,28,6122.8,1,13054.05
403,63,Male,East,Life,3,14080.8,0,0.0
404,41,Male,North,Health,20,11594.37,0,0.0
405,67,Male,North,Property,6,15700.85,1,25621.23
406,49,Male,South,Vehicle,27,26941.04,0,0.0
407,64,Female,East,Life,21,16469.93,1,28477.53
408,39,Female,East,Health,2,13745.88,0,0.0
409,40,Female,North,Health,29,18687.21,1,22077.18
410,19,Female,East,Property,6,16930.75,0,0.0
411,44,Male,West,Life,3,16680.38,0,0.0
412,59,Male,North,Vehicle,16,17427.4,1,29554.25
413,19,Male,South,Property,8,23226.17,0,0.0
414,43,Male,North,Vehicle,2,10476.45,0,0.0
415,34,Female,East,Health,17,16894.53,0,0.0
416,57,Male,South,Vehicle,9,11294.48,0,0.0
417,50,Male,North,Vehicle,12,17222.05,0,0.0
418,26,Female,West,Property,3,11325.25,0,0.0
419,60,Female,West,Vehicle,11,13330.53,0,0.0
420,65,Female,North,Property,1,13819.64,0,0.0
421,56,Female,West,Health,23,18903.27,1,15215.58
422,46,Male,West,Property,13,18673.82,0,0.0
423,59,Male,West,Property,15,10017.13,0,0.0
424,43,Female,South,Life,26,15219.74,0,0.0
425,52,Male,West,Vehicle,5,12161.68,0,0.0
426,67,Male,West,Health,21,9965.98,0,0.0
427,42,Male,West,Property,17,14131.93,0,0.0
428,41,Female,South,Health,25,13766.07,0,0.0
429,30,Male,North,Life,23,24706.87,0,0.0
430,24,Female,East,Vehicle,24,16731.84,0,0.0
431,53,Male,West,Property,25,9489.53,0,0.0
432,62,Male,North,Vehicle,6,12740.9,0,0.0
433,37,Male,West,Life,28,19085.53,0,0.0
434,18,Female,South,Life,21,23353.77,0,0.0
435,25,Male,North,Health,22,8656.07,0,0.0
436,63,Female,South,Property,11,7480.3,1,19042.97
437,33,Female,West,Health,18,22483.86,0,0.0
438,31,Female,West,Life,4,16558.46,0,0.0
439,29,Male,South,Vehicle,3,11526.83,0,0.0
440,68,Male,East,Health,13,17138.52,0,0.0
441,40,Male,South,Health,23,4457.01,0,0.0
442,32,Male,West,Vehicle,9,15013.5,0,0.0
443,45,Female,South,Health,21,16311.28,1,13161.9
444,51,Female,East,Vehicle,6,18697.08,0,0.0
445,19,Female,South,Property,26,10944.42,1,7364.89
446,49,Male,East,Vehicle,28,15342.75,0,0.0
447,40,Female,East,Property,12,11298.3,0,0.0
448,39,Male,South,Vehicle,2,16021.54,0,0.0
449,68,Female,South,Life,3,11418.61,0,0.0
450,42,Male,North,Life,3,13367.6,0,0.0
451,39,Male,West,Property,28,11016.74,0,0.0
452,39,Female,East,Property,12,17604.54,0,0.0
453,66,Female,North,Life,15,18433.8,1,26943.79
454,69,Female,South,Property,9,14061.52,1,29478.87
455,59,Female,West,Vehicle,23,15152.95,0,0.0
456,23,Male,North,Vehicle,8,9205.63,0,0.0
457,32,Female,East,Life,11,13801.29,0,0.0
458,60,Female,North,Health,16,14799.18,0,0.0
459,54,Female,East,Vehicle,26,25483.17,0,0.0
460,50,Male,South,Property,27,10552.13,0,0.0
461,25,Male,West,Health,25,20856.71,0,0.0
462,61,Female,West,Health,22,18987.44,0,0.0
463,61,Male,West,Vehicle,4,16122.55,1,23982.75
464,22,Female,South,Vehicle,28,22034.48,0,0.0
465,56,Male,East,Health,1,16488.42,1,17305.94
466,21,Male,South,Health,24,16556.64,0,0.0
467,23,Male,West,Life,7,14787.52,0,0.0
468,62,Male,South,Property,2,19894.28,0,0.0
469,49,Female,South,Life,24,19385.88,0,0.0
470,69,Female,South,Vehicle,28,12497.29,0,0.0
471,47,Female,East,Life,5,9723.01,0,0.0
472,64,Male,North,Life,7,14188.08,0,0.0
473,52,Female,North,Life,4,11799.85,0,0.0
474,57,Female,South,Life,5,14745.9,0,0.0
475,69,Female,North,Property,24,19949.75,0,0.0
476,33,Male,North,Property,1,13170.79,0,0.0
477,30,Male,South,Health,1,14828.71,0,0.0
478,67,Male,South,Vehicle,15,15232.09,0,0.0
479,59,Female,West,Life,20,18393.72,0,0.0
480,47,Female,North,Health,19,6012.44,1,12277.06
481,36,Female,East,Health,29,12573.2,0,0.0
482,34,Male,South,Health,10,15845.13,1,19759.88
483,36,Male,West,Property,28,19800.32,0,0.0
484,45,Female,East,Life,18,13032.39,0,0.0
485,43,Male,North,Life,28,7493.79,0,0.0
486,54,Male,West,Vehicle,3,17478.85,0,0.0
487,43,Male,South,Life,11,12458.55,0,0.0
488,40,Male,East,Life,15,10241.33,1,28997.08
489,26,Female,South,Health,27,12502.62,0,0.0
490,29,Male,North,Vehicle,11,14261.9,0,0.0
491,18,Male,East,Life,17,12581.02,0,0.0
492,18,Male,North,Property,17,6177.74,1,17486.36
493,64,Male,North,Life,6,18588.26,0,0.0
494,51,Female,West,Health,5,20099.5,0,0.0
495,49,Female,South,Property,8,17606.09,0,0.0
496,65,Male,East,Health,2,10449.26,1,18236.38
497,42,Male,North,Life,16,14194.03,1,17322.57
498,57,Male,North,Property,20,14973.91,0,0.0
499,62,Male,East,Vehicle,24,17395.18,1,39781.99
500,18,Male,North,Vehicle,12,17673.36,1,6762.96
501,33,Male,West,Property,6,12063.3,0,0.0
502,56,Female,West,Property,1,15327.98,0,0.0
503,22,Male,West,Health,4,16829.12,0,0.0
504,39,Female,West,Property,17,20823.29,1,32284.91
505,46,Female,North,Health,13,17818.03,0,0.0
506,20,Male,East,Life,18,18156.23,1,21637.48
507,29,Female,East,Health,5,15335.31,0,0.0
508,43,Female,East,Property,24,20641.84,1,57401.98
509,33,Female,East,Property,24,16639.05,0,0.0
510,68,Female,South,Life,27,11555.65,0,0.0
511,54,Female,East,Property,3,20613.48,1,5682.26
512,39,Female,South,Property,11,17791.61,1,31742.33
513,46,Male,South,Vehicle,13,13227.82,1,30688.78
514,31,Female,West,Vehicle,4,13082.03,0,0.0
515,45,Female,South,Life,26,16186.3,0,0.0
516,22,Female,North,Health,27,16852.74,0,0.0
517,64,Male,South,Vehicle,14,15789.17,0,0.0
518,66,Female,West,Health,22,16245.23,0,0.0
519,47,Male,South,Property,11,21799.83,0,0.0
520,63,Female,North,Vehicle,27,19286.17,0,0.0
521,69,Male,North,Life,10,15762.54,1,25510.26
522,22,Male,North,Life,19,18765.24,0,0.0
523,29,Female,West,Life,18,10869.9,0,0.0
524,33,Female,West,Vehicle,6,16591.71,0,0.0
525,43,Male,East,Health,27,22237.23,0,0.0
526,43,Female,West,Property,29,14127.82,0,0.0
527,65,Male,North,Health,15,11609.46,1,7547.43
528,38,Male,North,Health,21,12391.64,1,36288.87
529,56,Male,West,Property,10,10641.47,1,18947.13
530,53,Male,South,Property,5,11860.95,1,23783.57
531,50,Male,West,Vehicle,26,13517.97,0,0.0
532,47,Female,West,Vehicle,29,9377.73,0,0.0
533,54,Male,North,Vehicle,5,15062.47,0,0.0
534,40,Male,East,Vehicle,10,18609.11,0,0.0
